feature,importance
ProcedureCode_qD788,0.0
ProcedureCode_qD996,0.0
ProcedureCode_qF660,0.0
ProcedureCode_qA552,0.0
ProcedureCode_oY498,0.0
ProcedureCode_oX720,0.0
ProcedureCode_oX360,0.0
ProcedureCode_oW676,0.0
ProcedureCode_oV452,0.0
ProcedureCode_oV283,0.0
ProcedureCode_oU597,0.0
ProcedureCode_oT430,0.0
ProcedureCode_oS371,0.0
ProcedureCode_oS349,0.0
ProcedureCode_oR875,0.0
ProcedureCode_oR763,0.0
ProcedureCode_oR027,0.0
ProcedureCode_oQ278,0.0
ProcedureCode_oP657,0.0
ProcedureCode_pE242,0.0
ProcedureCode_oA264,0.0
ProcedureCode_oA310,0.0
ProcedureCode_oE167,0.0
ProcedureCode_oE610,0.0
ProcedureCode_oE690,0.0
ProcedureCode_oE797,0.0
ProcedureCode_oE804,0.0
ProcedureCode_oO966,0.0
ProcedureCode_oF951,0.0
ProcedureCode_oI002,0.0
ProcedureCode_oJ803,0.0
ProcedureCode_oK346,0.0
ProcedureCode_oM700,0.0
ProcedureCode_oO557,0.0
ProcedureCode_oO631,0.0
ProcedureCode_oO795,0.0
ProcedureCode_oF492,0.0
ProcedureCode_op769,0.0
ProcedureCode_oq009,0.0
ProcedureCode_oq099,0.0
ProcedureCode_or501,0.0
ProcedureCode_os578,0.0
ProcedureCode_ou385,0.0
ProcedureCode_ou504,0.0
ProcedureCode_oZ446,0.0
ProcedureCode_ow293,0.0
ProcedureCode_ox227,0.0
ProcedureCode_oy400,0.0
ProcedureCode_oz014,0.0
ProcedureCode_oz401,0.0
ProcedureCode_pA533,0.0
ProcedureCode_pB395,0.0
ProcedureCode_pD296,0.0
ProcedureCode_ov545,0.0
ProcedureCode_oZ500,0.0
ProcedureCode_oZ645,0.0
ProcedureCode_oa454,0.0
ProcedureCode_oa989,0.0
ProcedureCode_ob921,0.0
ProcedureCode_of197,0.0
ProcedureCode_of267,0.0
ProcedureCode_on043,0.0
ProcedureCode_of862,0.0
ProcedureCode_og034,0.0
ProcedureCode_oh441,0.0
ProcedureCode_oi191,0.0
ProcedureCode_oj248,0.0
ProcedureCode_ok203,0.0
ProcedureCode_ol312,0.0
ProcedureCode_ol796,0.0
ProcedureCode_of544,0.0
ProcedureCode_iT190,0.0
ProcedureCode_iS053,0.0
ProcedureCode_iR501,0.0
ProcedureCode_iR290,0.0
ProcedureCode_iR199,0.0
ProcedureCode_iQ881,0.0
ProcedureCode_iO941,0.0
ProcedureCode_iO320,0.0
ProcedureCode_iL644,0.0
ProcedureCode_iI569,0.0
ProcedureCode_iH704,0.0
ProcedureCode_iH328,0.0
ProcedureCode_iG760,0.0
ProcedureCode_iF580,0.0
ProcedureCode_iC031,0.0
ProcedureCode_lY038,0.0
ProcedureCode_hm253,0.0
ProcedureCode_ho463,0.0
ProcedureCode_hp441,0.0
ProcedureCode_hp445,0.0
ProcedureCode_hp621,0.0
ProcedureCode_hp764,0.0
ProcedureCode_hq451,0.0
ProcedureCode_iB120,0.0
ProcedureCode_ht734,0.0
ProcedureCode_hv819,0.0
ProcedureCode_hw121,0.0
ProcedureCode_hx403,0.0
ProcedureCode_hx742,0.0
ProcedureCode_hy408,0.0
ProcedureCode_hz172,0.0
ProcedureCode_iA110,0.0
ProcedureCode_ht038,0.0
ProcedureCode_jD943,0.0
ProcedureCode_jC832,0.0
ProcedureCode_jC349,0.0
ProcedureCode_jB736,0.0
ProcedureCode_jB135,0.0
ProcedureCode_jA070,0.0
ProcedureCode_iz305,0.0
ProcedureCode_iy331,0.0
ProcedureCode_iy299,0.0
ProcedureCode_iw570,0.0
ProcedureCode_ir589,0.0
ProcedureCode_ir038,0.0
ProcedureCode_iq738,0.0
ProcedureCode_iq481,0.0
ProcedureCode_iq340,0.0
ProcedureCode_iT397,0.0
ProcedureCode_iT806,0.0
ProcedureCode_iV610,0.0
ProcedureCode_iY704,0.0
ProcedureCode_iZ848,0.0
ProcedureCode_ic043,0.0
ProcedureCode_id034,0.0
ProcedureCode_ie169,0.0
ProcedureCode_iq066,0.0
ProcedureCode_if725,0.0
ProcedureCode_ig295,0.0
ProcedureCode_ih773,0.0
ProcedureCode_ij850,0.0
ProcedureCode_io937,0.0
ProcedureCode_io978,0.0
ProcedureCode_ip251,0.0
ProcedureCode_iq005,0.0
ProcedureCode_ie320,0.0
ProcedureCode_hE751,0.0
ProcedureCode_hE560,0.0
ProcedureCode_hE030,0.0
ProcedureCode_hD723,0.0
ProcedureCode_hC786,0.0
ProcedureCode_hC758,0.0
ProcedureCode_gz358,0.0
ProcedureCode_gy361,0.0
ProcedureCode_gx371,0.0
ProcedureCode_gw895,0.0
ProcedureCode_gw456,0.0
ProcedureCode_gv786,0.0
ProcedureCode_gu993,0.0
ProcedureCode_gu762,0.0
ProcedureCode_gr914,0.0
ProcedureCode_hm248,0.0
ProcedureCode_gl192,0.0
ProcedureCode_gl216,0.0
ProcedureCode_gl320,0.0
ProcedureCode_gl958,0.0
ProcedureCode_gm078,0.0
ProcedureCode_gm512,0.0
ProcedureCode_go121,0.0
ProcedureCode_gr719,0.0
ProcedureCode_go435,0.0
ProcedureCode_gp553,0.0
ProcedureCode_gp651,0.0
ProcedureCode_gq244,0.0
ProcedureCode_gq384,0.0
ProcedureCode_gq457,0.0
ProcedureCode_gq767,0.0
ProcedureCode_gr611,0.0
ProcedureCode_go199,0.0
ProcedureCode_hU411,0.0
ProcedureCode_hU980,0.0
ProcedureCode_hV095,0.0
ProcedureCode_hX688,0.0
ProcedureCode_hX873,0.0
ProcedureCode_hY045,0.0
ProcedureCode_hY543,0.0
ProcedureCode_hF410,0.0
ProcedureCode_hd662,0.0
ProcedureCode_hf923,0.0
ProcedureCode_hh962,0.0
ProcedureCode_hi591,0.0
ProcedureCode_hj346,0.0
ProcedureCode_hj618,0.0
ProcedureCode_hk328,0.0
ProcedureCode_hl067,0.0
ProcedureCode_hb681,0.0
ProcedureCode_hG531,0.0
ProcedureCode_hG763,0.0
ProcedureCode_hH981,0.0
ProcedureCode_hI563,0.0
ProcedureCode_hJ616,0.0
ProcedureCode_hJ920,0.0
ProcedureCode_hK863,0.0
ProcedureCode_hS703,0.0
ProcedureCode_hM480,0.0
ProcedureCode_hM912,0.0
ProcedureCode_hO194,0.0
ProcedureCode_hP936,0.0
ProcedureCode_hQ198,0.0
ProcedureCode_hQ240,0.0
ProcedureCode_hR383,0.0
ProcedureCode_hR870,0.0
ProcedureCode_hM349,0.0
ProcedureCode_kz957,0.0
ProcedureCode_ky544,0.0
ProcedureCode_ky138,0.0
ProcedureCode_kx873,0.0
ProcedureCode_kx679,0.0
ProcedureCode_kx448,0.0
ProcedureCode_kv946,0.0
ProcedureCode_kt824,0.0
ProcedureCode_kr216,0.0
ProcedureCode_ko040,0.0
ProcedureCode_kn454,0.0
ProcedureCode_km322,0.0
ProcedureCode_km193,0.0
ProcedureCode_km019,0.0
ProcedureCode_kl254,0.0
ProcedureCode_jE809,0.0
ProcedureCode_kU847,0.0
ProcedureCode_kV000,0.0
ProcedureCode_kV874,0.0
ProcedureCode_kX861,0.0
ProcedureCode_kY151,0.0
ProcedureCode_kY471,0.0
ProcedureCode_kY698,0.0
ProcedureCode_kl099,0.0
ProcedureCode_kd697,0.0
ProcedureCode_ke009,0.0
ProcedureCode_ke288,0.0
ProcedureCode_ke663,0.0
ProcedureCode_kf075,0.0
ProcedureCode_kh014,0.0
ProcedureCode_kh549,0.0
ProcedureCode_ki960,0.0
ProcedureCode_ka847,0.0
ProcedureCode_lX178,0.0
ProcedureCode_lW703,0.0
ProcedureCode_lV973,0.0
ProcedureCode_lV473,0.0
ProcedureCode_lU685,0.0
ProcedureCode_lT502,0.0
ProcedureCode_lT360,0.0
ProcedureCode_lS109,0.0
ProcedureCode_lR718,0.0
ProcedureCode_lR066,0.0
ProcedureCode_lR046,0.0
ProcedureCode_lQ996,0.0
ProcedureCode_lQ877,0.0
ProcedureCode_lQ057,0.0
ProcedureCode_lO327,0.0
ProcedureCode_lA208,0.0
ProcedureCode_lA707,0.0
ProcedureCode_lB623,0.0
ProcedureCode_lD486,0.0
ProcedureCode_lD525,0.0
ProcedureCode_lD607,0.0
ProcedureCode_lD900,0.0
ProcedureCode_lE340,0.0
ProcedureCode_lN850,0.0
ProcedureCode_lF178,0.0
ProcedureCode_lH186,0.0
ProcedureCode_lH522,0.0
ProcedureCode_lK558,0.0
ProcedureCode_lL087,0.0
ProcedureCode_lM702,0.0
ProcedureCode_lN172,0.0
ProcedureCode_lN807,0.0
ProcedureCode_lE879,0.0
ProcedureCode_jh281,0.0
ProcedureCode_je823,0.0
ProcedureCode_jd251,0.0
ProcedureCode_jc773,0.0
ProcedureCode_jb598,0.0
ProcedureCode_ja735,0.0
ProcedureCode_ja424,0.0
ProcedureCode_ja399,0.0
ProcedureCode_jZ290,0.0
ProcedureCode_jZ037,0.0
ProcedureCode_jX265,0.0
ProcedureCode_jW735,0.0
ProcedureCode_jW378,0.0
ProcedureCode_jW329,0.0
ProcedureCode_jU209,0.0
ProcedureCode_kU704,0.0
ProcedureCode_jG019,0.0
ProcedureCode_jG318,0.0
ProcedureCode_jG409,0.0
ProcedureCode_jH540,0.0
ProcedureCode_jI252,0.0
ProcedureCode_jJ380,0.0
ProcedureCode_jM885,0.0
ProcedureCode_jT659,0.0
ProcedureCode_jN695,0.0
ProcedureCode_jP726,0.0
ProcedureCode_jQ613,0.0
ProcedureCode_jR078,0.0
ProcedureCode_jR539,0.0
ProcedureCode_jR582,0.0
ProcedureCode_jR861,0.0
ProcedureCode_jS486,0.0
ProcedureCode_jN040,0.0
ProcedureCode_kD588,0.0
ProcedureCode_kE353,0.0
ProcedureCode_kF429,0.0
ProcedureCode_kF517,0.0
ProcedureCode_kH169,0.0
ProcedureCode_kM679,0.0
ProcedureCode_kM682,0.0
ProcedureCode_jh534,0.0
ProcedureCode_kO949,0.0
ProcedureCode_kP710,0.0
ProcedureCode_kP970,0.0
ProcedureCode_kS681,0.0
ProcedureCode_kS826,0.0
ProcedureCode_kT580,0.0
ProcedureCode_kU269,0.0
ProcedureCode_kU490,0.0
ProcedureCode_kM878,0.0
ProcedureCode_ji608,0.0
ProcedureCode_jk064,0.0
ProcedureCode_jn156,0.0
ProcedureCode_jn930,0.0
ProcedureCode_jo095,0.0
ProcedureCode_jo343,0.0
ProcedureCode_jr907,0.0
ProcedureCode_kD343,0.0
ProcedureCode_ju225,0.0
ProcedureCode_ju769,0.0
ProcedureCode_jw849,0.0
ProcedureCode_jz303,0.0
ProcedureCode_kA104,0.0
ProcedureCode_kB056,0.0
ProcedureCode_kB504,0.0
ProcedureCode_kD221,0.0
ProcedureCode_js264,0.0
ProcedureCode_xA260,0.0
ProcedureCode_wz789,0.0
ProcedureCode_wy622,0.0
ProcedureCode_wx236,0.0
ProcedureCode_ww381,0.0
ProcedureCode_wv342,0.0
ProcedureCode_wv337,0.0
ProcedureCode_wu561,0.0
ProcedureCode_wu291,0.0
ProcedureCode_ws705,0.0
ProcedureCode_ws533,0.0
ProcedureCode_wr233,0.0
ProcedureCode_wr197,0.0
ProcedureCode_wq513,0.0
ProcedureCode_wp133,0.0
ProcedureCode_qS265,0.0
ProcedureCode_wZ415,0.0
ProcedureCode_wb631,0.0
ProcedureCode_wb956,0.0
ProcedureCode_wd394,0.0
ProcedureCode_wd620,0.0
ProcedureCode_we085,0.0
ProcedureCode_we467,0.0
ProcedureCode_wo336,0.0
ProcedureCode_wf035,0.0
ProcedureCode_wg332,0.0
ProcedureCode_wg441,0.0
ProcedureCode_wg657,0.0
ProcedureCode_wh200,0.0
ProcedureCode_wj196,0.0
ProcedureCode_wj451,0.0
ProcedureCode_wo046,0.0
ProcedureCode_we841,0.0
ProcedureCode_xh411,0.0
ProcedureCode_xg874,0.0
ProcedureCode_xg722,0.0
ProcedureCode_xf287,0.0
ProcedureCode_xd393,0.0
ProcedureCode_xc965,0.0
ProcedureCode_xc553,0.0
ProcedureCode_xZ705,0.0
ProcedureCode_xY838,0.0
ProcedureCode_xY784,0.0
ProcedureCode_xY731,0.0
ProcedureCode_xY071,0.0
ProcedureCode_xX906,0.0
ProcedureCode_xX707,0.0
ProcedureCode_xV701,0.0
ProcedureCode_xA537,0.0
ProcedureCode_xA981,0.0
ProcedureCode_xC026,0.0
ProcedureCode_xF502,0.0
ProcedureCode_xG887,0.0
ProcedureCode_xH145,0.0
ProcedureCode_xI140,0.0
ProcedureCode_xI691,0.0
ProcedureCode_xV109,0.0
ProcedureCode_xK617,0.0
ProcedureCode_xK704,0.0
ProcedureCode_xK945,0.0
ProcedureCode_xO241,0.0
ProcedureCode_xR045,0.0
ProcedureCode_xR427,0.0
ProcedureCode_xR877,0.0
ProcedureCode_xS334,0.0
ProcedureCode_xI908,0.0
ProcedureCode_vl736,0.0
ProcedureCode_vk992,0.0
ProcedureCode_vj918,0.0
ProcedureCode_vj701,0.0
ProcedureCode_vj013,0.0
ProcedureCode_vi943,0.0
ProcedureCode_vh604,0.0
ProcedureCode_vg588,0.0
ProcedureCode_vg039,0.0
ProcedureCode_ve737,0.0
ProcedureCode_vd468,0.0
ProcedureCode_vb816,0.0
ProcedureCode_vb791,0.0
ProcedureCode_va185,0.0
ProcedureCode_vZ355,0.0
ProcedureCode_wY967,0.0
ProcedureCode_vO455,0.0
ProcedureCode_vO722,0.0
ProcedureCode_vO927,0.0
ProcedureCode_vP086,0.0
ProcedureCode_vP608,0.0
ProcedureCode_vQ473,0.0
ProcedureCode_vR012,0.0
ProcedureCode_vY740,0.0
ProcedureCode_vS997,0.0
ProcedureCode_vT626,0.0
ProcedureCode_vT730,0.0
ProcedureCode_vV656,0.0
ProcedureCode_vW435,0.0
ProcedureCode_vX406,0.0
ProcedureCode_vX619,0.0
ProcedureCode_vY616,0.0
ProcedureCode_vR733,0.0
ProcedureCode_wA038,0.0
ProcedureCode_wA627,0.0
ProcedureCode_wF472,0.0
ProcedureCode_wF973,0.0
ProcedureCode_wH013,0.0
ProcedureCode_wL732,0.0
ProcedureCode_wM134,0.0
ProcedureCode_vm179,0.0
ProcedureCode_wO350,0.0
ProcedureCode_wQ534,0.0
ProcedureCode_wS215,0.0
ProcedureCode_wS618,0.0
ProcedureCode_wU081,0.0
ProcedureCode_wU711,0.0
ProcedureCode_wX329,0.0
ProcedureCode_wX398,0.0
ProcedureCode_wN496,0.0
ProcedureCode_vm240,0.0
ProcedureCode_vm349,0.0
ProcedureCode_vp393,0.0
ProcedureCode_vq543,0.0
ProcedureCode_vr494,0.0
ProcedureCode_vt228,0.0
ProcedureCode_vt499,0.0
ProcedureCode_vy567,0.0
ProcedureCode_vt951,0.0
ProcedureCode_vu121,0.0
ProcedureCode_vu666,0.0
ProcedureCode_vw202,0.0
ProcedureCode_vw839,0.0
ProcedureCode_vx478,0.0
ProcedureCode_vx678,0.0
ProcedureCode_vx903,0.0
ProcedureCode_vt621,0.0
ProviderLocation_Aguilarbury,0.0
ProviderLocation_Adkinsstad,0.0
ProviderLocation_Adkinsside,0.0
ProviderLocation_Adamtown,0.0
ProviderLocation_Adamsview,0.0
ProviderLocation_Adamsport,0.0
ProviderLocation_Adamsmouth,0.0
ProviderLocation_Adamside,0.0
ProviderLocation_Adammouth,0.0
ProviderLocation_Adamchester,0.0
ProviderLocation_Abigailfort,0.0
PatientEmploymentStatus_Unemployed,0.0
PatientEmploymentStatus_Student,0.0
PatientEmploymentStatus_Retired,0.0
PatientEmploymentStatus_Employed,0.0
ProcedureCode_xh576,0.0
ProcedureCode_yy808,0.0
ProcedureCode_yy911,0.0
ClaimDate_day,0.0
PatientGender_F,0.0
PatientGender_M,0.0
ProviderSpecialty_Cardiology,0.0
ProviderSpecialty_General Practice,0.0
PatientMaritalStatus_Widowed,0.0
ProviderSpecialty_Orthopedics,0.0
ProviderSpecialty_Pediatrics,0.0
ClaimStatus_Approved,0.0
ClaimStatus_Denied,0.0
ClaimStatus_Pending,0.0
PatientMaritalStatus_Divorced,0.0
PatientMaritalStatus_Married,0.0
PatientMaritalStatus_Single,0.0
ProviderSpecialty_Neurology,0.0
ProcedureCode_zU800,0.0
ProcedureCode_zS946,0.0
ProcedureCode_zS914,0.0
ProcedureCode_zS327,0.0
ProcedureCode_zS150,0.0
ProcedureCode_zR424,0.0
ProcedureCode_zR013,0.0
ProcedureCode_zQ594,0.0
ProcedureCode_zQ519,0.0
ProcedureCode_zP297,0.0
ProcedureCode_zO073,0.0
ProcedureCode_zN825,0.0
ProcedureCode_zL614,0.0
ProcedureCode_zK575,0.0
ProcedureCode_zI622,0.0
ProviderLocation_Aguilarmouth,0.0
ClaimDate_quarter,0.0
ProcedureCode_yy948,0.0
ProcedureCode_yy980,0.0
ProcedureCode_yz243,0.0
ProcedureCode_zC309,0.0
ProcedureCode_zC846,0.0
ProcedureCode_zC901,0.0
ProcedureCode_zH646,0.0
ClaimDate_month,0.0
ProcedureCode_zE588,0.0
ProcedureCode_zE948,0.0
ProcedureCode_zF187,0.0
ProcedureCode_zG155,0.0
ProcedureCode_zG722,0.0
ProcedureCode_zH100,0.0
ProcedureCode_zH595,0.0
ProcedureCode_zC976,0.0
ProcedureCode_yO837,0.0
ProcedureCode_yM788,0.0
ProcedureCode_yM386,0.0
ProcedureCode_yM092,0.0
ProcedureCode_yL489,0.0
ProcedureCode_yK574,0.0
ProcedureCode_yK005,0.0
ProcedureCode_yJ907,0.0
ProcedureCode_yI376,0.0
ProcedureCode_yH783,0.0
ProcedureCode_yH760,0.0
ProcedureCode_yG078,0.0
ProcedureCode_yF818,0.0
ProcedureCode_yF801,0.0
ProcedureCode_yF154,0.0
ProcedureCode_yx842,0.0
ProcedureCode_xi732,0.0
ProcedureCode_xj438,0.0
ProcedureCode_xk337,0.0
ProcedureCode_xl207,0.0
ProcedureCode_xm891,0.0
ProcedureCode_xn683,0.0
ProcedureCode_xo026,0.0
ProcedureCode_yE681,0.0
ProcedureCode_xs318,0.0
ProcedureCode_xs853,0.0
ProcedureCode_xt118,0.0
ProcedureCode_xu866,0.0
ProcedureCode_xv670,0.0
ProcedureCode_xx111,0.0
ProcedureCode_yA795,0.0
ProcedureCode_yB727,0.0
ProcedureCode_xq008,0.0
ProcedureCode_yl813,0.0
ProcedureCode_ym980,0.0
ProcedureCode_yn403,0.0
ProcedureCode_yn661,0.0
ProcedureCode_yo750,0.0
ProcedureCode_yp326,0.0
ProcedureCode_yp668,0.0
ProcedureCode_yO843,0.0
ProcedureCode_yr887,0.0
ProcedureCode_ys732,0.0
ProcedureCode_ys944,0.0
ProcedureCode_yt880,0.0
ProcedureCode_yv056,0.0
ProcedureCode_yv822,0.0
ProcedureCode_yw662,0.0
ProcedureCode_yx756,0.0
ProcedureCode_yq747,0.0
ProcedureCode_yQ632,0.0
ProcedureCode_yQ938,0.0
ProcedureCode_yV569,0.0
ProcedureCode_yW675,0.0
ProcedureCode_yb169,0.0
ProcedureCode_yb754,0.0
ProcedureCode_yc208,0.0
ProcedureCode_yl806,0.0
ProcedureCode_yg244,0.0
ProcedureCode_yh658,0.0
ProcedureCode_yi334,0.0
ProcedureCode_yi625,0.0
ProcedureCode_yj549,0.0
ProcedureCode_yk025,0.0
ProcedureCode_yk246,0.0
ProcedureCode_yk813,0.0
ProcedureCode_ye883,0.0
ProcedureCode_sJ011,0.0
ProcedureCode_sI799,0.0
ProcedureCode_sI343,0.0
ProcedureCode_sH440,0.0
ProcedureCode_sF126,0.0
ProcedureCode_sD913,0.0
ProcedureCode_sD435,0.0
ProcedureCode_sC068,0.0
ProcedureCode_sA307,0.0
ProcedureCode_rz469,0.0
ProcedureCode_rw976,0.0
ProcedureCode_rv728,0.0
ProcedureCode_ru255,0.0
ProcedureCode_rt987,0.0
ProcedureCode_rt885,0.0
ProcedureCode_vN262,0.0
ProcedureCode_rb864,0.0
ProcedureCode_rc608,0.0
ProcedureCode_rd527,0.0
ProcedureCode_re043,0.0
ProcedureCode_re566,0.0
ProcedureCode_rf131,0.0
ProcedureCode_rg719,0.0
ProcedureCode_rs744,0.0
ProcedureCode_ri334,0.0
ProcedureCode_rj718,0.0
ProcedureCode_rk444,0.0
ProcedureCode_rn224,0.0
ProcedureCode_rn473,0.0
ProcedureCode_rq213,0.0
ProcedureCode_rq363,0.0
ProcedureCode_rr539,0.0
ProcedureCode_rh697,0.0
ProcedureCode_sx620,0.0
ProcedureCode_sw510,0.0
ProcedureCode_sv326,0.0
ProcedureCode_su896,0.0
ProcedureCode_ss934,0.0
ProcedureCode_ss375,0.0
ProcedureCode_sp495,0.0
ProcedureCode_sp179,0.0
ProcedureCode_sm629,0.0
ProcedureCode_sl971,0.0
ProcedureCode_sj163,0.0
ProcedureCode_sg233,0.0
ProcedureCode_sg156,0.0
ProcedureCode_sg009,0.0
ProcedureCode_sf086,0.0
ProcedureCode_sJ396,0.0
ProcedureCode_sL188,0.0
ProcedureCode_sL890,0.0
ProcedureCode_sM149,0.0
ProcedureCode_sQ341,0.0
ProcedureCode_sR903,0.0
ProcedureCode_sS475,0.0
ProcedureCode_sU702,0.0
ProcedureCode_se366,0.0
ProcedureCode_sY690,0.0
ProcedureCode_sZ724,0.0
ProcedureCode_sZ901,0.0
ProcedureCode_sa100,0.0
ProcedureCode_sa173,0.0
ProcedureCode_sa481,0.0
ProcedureCode_sa496,0.0
ProcedureCode_sd547,0.0
ProcedureCode_sW846,0.0
ProcedureCode_qp443,0.0
ProcedureCode_qo935,0.0
ProcedureCode_ql913,0.0
ProcedureCode_ql895,0.0
ProcedureCode_qj380,0.0
ProcedureCode_qh574,0.0
ProcedureCode_qh213,0.0
ProcedureCode_qg477,0.0
ProcedureCode_qg183,0.0
ProcedureCode_qf091,0.0
ProcedureCode_qc993,0.0
ProcedureCode_qc673,0.0
ProcedureCode_qc532,0.0
ProcedureCode_qb909,0.0
ProcedureCode_qb657,0.0
ProcedureCode_rb746,0.0
ProcedureCode_qT395,0.0
ProcedureCode_qT427,0.0
ProcedureCode_qV509,0.0
ProcedureCode_qV642,0.0
ProcedureCode_qW692,0.0
ProcedureCode_qX801,0.0
ProcedureCode_qZ020,0.0
ProcedureCode_qb577,0.0
ProcedureCode_qZ645,0.0
ProcedureCode_qZ673,0.0
ProcedureCode_qZ877,0.0
ProcedureCode_qa143,0.0
ProcedureCode_qa418,0.0
ProcedureCode_qa649,0.0
ProcedureCode_qa683,0.0
ProcedureCode_qb565,0.0
ProcedureCode_qZ508,0.0
ProcedureCode_rL999,0.0
ProcedureCode_rM455,0.0
ProcedureCode_rN266,0.0
ProcedureCode_rN647,0.0
ProcedureCode_rP351,0.0
ProcedureCode_rQ522,0.0
ProcedureCode_rR097,0.0
ProcedureCode_qq113,0.0
ProcedureCode_rX769,0.0
ProcedureCode_rX991,0.0
ProcedureCode_rZ104,0.0
ProcedureCode_rZ582,0.0
ProcedureCode_rZ653,0.0
ProcedureCode_ra469,0.0
ProcedureCode_rb012,0.0
ProcedureCode_rb170,0.0
ProcedureCode_rW547,0.0
ProcedureCode_qs153,0.0
ProcedureCode_qt767,0.0
ProcedureCode_qt819,0.0
ProcedureCode_qu308,0.0
ProcedureCode_qv102,0.0
ProcedureCode_qw061,0.0
ProcedureCode_qy991,0.0
ProcedureCode_rI156,0.0
ProcedureCode_rA465,0.0
ProcedureCode_rA594,0.0
ProcedureCode_rA849,0.0
ProcedureCode_rC402,0.0
ProcedureCode_rE006,0.0
ProcedureCode_rE011,0.0
ProcedureCode_rG379,0.0
ProcedureCode_rH945,0.0
ProcedureCode_rA067,0.0
ProcedureCode_ul009,0.0
ProcedureCode_ui805,0.0
ProcedureCode_ui753,0.0
ProcedureCode_ui311,0.0
ProcedureCode_ui022,0.0
ProcedureCode_uh945,0.0
ProcedureCode_uh455,0.0
ProcedureCode_ug093,0.0
ProcedureCode_uc887,0.0
ProcedureCode_uZ410,0.0
ProcedureCode_uX903,0.0
ProcedureCode_uX298,0.0
ProcedureCode_uW705,0.0
ProcedureCode_uV641,0.0
ProcedureCode_uU479,0.0
ProcedureCode_sx645,0.0
ProcedureCode_uB686,0.0
ProcedureCode_uB957,0.0
ProcedureCode_uD284,0.0
ProcedureCode_uG493,0.0
ProcedureCode_uG949,0.0
ProcedureCode_uH314,0.0
ProcedureCode_uI768,0.0
ProcedureCode_uU305,0.0
ProcedureCode_uK189,0.0
ProcedureCode_uK544,0.0
ProcedureCode_uK731,0.0
ProcedureCode_uN958,0.0
ProcedureCode_uP113,0.0
ProcedureCode_uP786,0.0
ProcedureCode_uR866,0.0
ProcedureCode_uU155,0.0
ProcedureCode_uI812,0.0
ProcedureCode_vB447,0.0
ProcedureCode_vC119,0.0
ProcedureCode_vC206,0.0
ProcedureCode_vD616,0.0
ProcedureCode_vF226,0.0
ProcedureCode_vH483,0.0
ProcedureCode_vI498,0.0
ProcedureCode_ul116,0.0
ProcedureCode_vJ770,0.0
ProcedureCode_vK509,0.0
ProcedureCode_vK959,0.0
ProcedureCode_vL315,0.0
ProcedureCode_vM292,0.0
ProcedureCode_vM441,0.0
ProcedureCode_vM573,0.0
ProcedureCode_vM992,0.0
ProcedureCode_vJ708,0.0
ProcedureCode_ul874,0.0
ProcedureCode_um349,0.0
ProcedureCode_un239,0.0
ProcedureCode_un646,0.0
ProcedureCode_un909,0.0
ProcedureCode_up555,0.0
ProcedureCode_uq058,0.0
ProcedureCode_vA212,0.0
ProcedureCode_ur123,0.0
ProcedureCode_ur551,0.0
ProcedureCode_ut908,0.0
ProcedureCode_uw034,0.0
ProcedureCode_ux112,0.0
ProcedureCode_ux561,0.0
ProcedureCode_ux962,0.0
ProcedureCode_uz589,0.0
ProcedureCode_uq617,0.0
ProcedureCode_td708,0.0
ProcedureCode_tb761,0.0
ProcedureCode_ta501,0.0
ProcedureCode_ta036,0.0
ProcedureCode_tY736,0.0
ProcedureCode_tY099,0.0
ProcedureCode_tX463,0.0
ProcedureCode_tV450,0.0
ProcedureCode_tU597,0.0
ProcedureCode_tU578,0.0
ProcedureCode_tT811,0.0
ProcedureCode_tT404,0.0
ProcedureCode_tS995,0.0
ProcedureCode_tS196,0.0
ProcedureCode_tQ423,0.0
ProcedureCode_uB148,0.0
ProcedureCode_sy388,0.0
ProcedureCode_sz480,0.0
ProcedureCode_tA610,0.0
ProcedureCode_tA818,0.0
ProcedureCode_tE952,0.0
ProcedureCode_tF408,0.0
ProcedureCode_tF685,0.0
ProcedureCode_tP781,0.0
ProcedureCode_tH655,0.0
ProcedureCode_tJ580,0.0
ProcedureCode_tL056,0.0
ProcedureCode_tL072,0.0
ProcedureCode_tN813,0.0
ProcedureCode_tO634,0.0
ProcedureCode_tP502,0.0
ProcedureCode_tP770,0.0
ProcedureCode_tH588,0.0
ProcedureCode_to368,0.0
ProcedureCode_to401,0.0
ProcedureCode_to592,0.0
ProcedureCode_to725,0.0
ProcedureCode_tp815,0.0
ProcedureCode_tq275,0.0
ProcedureCode_tr575,0.0
ProcedureCode_tf340,0.0
ProcedureCode_tt387,0.0
ProcedureCode_tv097,0.0
ProcedureCode_tv505,0.0
ProcedureCode_tv662,0.0
ProcedureCode_tw223,0.0
ProcedureCode_tx847,0.0
ProcedureCode_tz672,0.0
ProcedureCode_uA766,0.0
ProcedureCode_tr677,0.0
ProcedureCode_tg253,0.0
ProcedureCode_tg364,0.0
ProcedureCode_th210,0.0
ProcedureCode_th811,0.0
ProcedureCode_ti243,0.0
ProcedureCode_ti664,0.0
ProcedureCode_ti697,0.0
ProcedureCode_to305,0.0
ProcedureCode_tk848,0.0
ProcedureCode_tk891,0.0
ProcedureCode_tk907,0.0
ProcedureCode_tl540,0.0
ProcedureCode_tm408,0.0
ProcedureCode_tm619,0.0
ProcedureCode_tm629,0.0
ProcedureCode_tn878,0.0
ProcedureCode_tj704,0.0
